diagram_id,unit_filename,local_order,alt_text_en,provenance
chapter1-unit-015-d013,chapter1-unit-015.tex,14,Category diagram: \mathcal{C} → \mathcal{C}' (F); \mathcal{C} → \mathcal{D} (K); \mathcal{C}' → \mathcal{D}' (K'); \mathcal{D} → \mathcal{D}' (\mathrm{L}F); \mathcal{D} ⇒ \mathcal{C}' (\alpha).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:79; source/en/chapter1-unit-015.tex:diagram 14; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-015-d014,chapter1-unit-015.tex,15,Category diagram: \mathcal{C}' → \mathcal{C} (G); \mathcal{C}' → \mathcal{D}' (K'); \mathcal{C} → \mathcal{D} . (K); \mathcal{C} ⇒ \mathcal{D}' (\beta); \mathcal{D}' → \mathcal{D} . (\mathrm{R}G).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:80; source/en/chapter1-unit-015.tex:diagram 15; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-015-d015,chapter1-unit-015.tex,16,Category diagram: \mathcal{C} → \mathcal{C}'; \mathcal{C} → \mathcal{C} (\identity_{\mathcal{C}}); \mathcal{C}' → \mathcal{C}; \mathcal{C}' → \mathcal{D}'; \mathcal{C}' ⇒ \mathcal{C}' (\eta); \mathcal{C} → \mathcal{D}; \mathcal{C} ⇒ \mathcal{D}' (\beta); \mathcal{D}' → \mathcal{D} (\mathrm{R}G).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:81; source/en/chapter1-unit-015.tex:diagram 16; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-015-d016,chapter1-unit-015.tex,17,"Pasting diagram characterizing the derived unit \underline{\eta}: the composite built from \eta and \beta equals the composite built from \alpha and \underline{\eta}, between the functors through \mathcal{C}, \mathcal{C}', \mathcal{D}, and \mathcal{D}'.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:82; source/en/chapter1-unit-015.tex:diagram 17; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-015-d017,chapter1-unit-015.tex,18,Pasting diagram for the derived counit: the original counit \varepsilon is pasted with \alpha along \mathcal{C}'→\mathcal{C}→\mathcal{D}→\mathcal{D}'.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:83; source/en/chapter1-unit-015.tex:diagram 18; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-015-d018,chapter1-unit-015.tex,19,Equivalent pasting diagram characterizing \underline{\varepsilon}: the route \mathcal{C}'→\mathcal{D}'→^{\mathrm{R}G}\mathcal{D}→^{\mathrm{L}F}\mathcal{D}' is contracted to \identity_{\mathcal{D}'}.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:84; source/en/chapter1-unit-015.tex:diagram 19; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-015-d019,chapter1-unit-015.tex,20,Category diagram: \mathcal{C}' → \mathcal{C} (G); \mathcal{C}' → \mathcal{D}' (K'); \mathcal{C} → \mathcal{D} (K); \mathcal{C} ⇒ \mathcal{D}' (\beta); \mathcal{D}' → \mathcal{D} (\mathrm{R}G); \mathcal{D} → \mathcal{D}' (\mathrm{L}F).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:85; source/en/chapter1-unit-015.tex:diagram 20; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-015-d020,chapter1-unit-015.tex,21,"2-cell diagram for \varepsilon(\alpha G): \mathcal{C}'→^G\mathcal{C}→^F\mathcal{C}' above \mathcal{C}→^K\mathcal{D}→^{\mathrm{L}F}\mathcal{D}', with \varepsilon and \alpha forming the comparison to K'.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:86; source/en/chapter1-unit-015.tex:diagram 21; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-015-d021,chapter1-unit-015.tex,22,Category diagram: \mathcal{D}' → \mathcal{D}; \mathcal{D}' → \mathcal{D}' (\identity); \mathcal{D} → \mathcal{D}'; \mathcal{D} → \mathcal{D} (\identity); \mathcal{D} ⇒ \mathcal{D}; \mathcal{D}' ⇒ \mathcal{D}'.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:87; source/en/chapter1-unit-015.tex:diagram 22; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-015-d022,chapter1-unit-015.tex,23,Category diagram: \mathcal{D}' → \mathcal{D} (\mathrm{R}G); \mathcal{D} ⇒ \mathcal{D} (\identity).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:88; source/en/chapter1-unit-015.tex:diagram 23; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-015-d023,chapter1-unit-015.tex,24,Category diagram: \mathcal{D} → \mathcal{D}'; \mathcal{D} → \mathcal{D} (\identity); \mathcal{D}' → \mathcal{D}; \mathcal{D}' ⇒ \mathcal{D}'; \mathcal{D}' → \mathcal{D}' (\identity); \mathcal{D} ⇒ \mathcal{D}.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:89; source/en/chapter1-unit-015.tex:diagram 24; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-015-d024,chapter1-unit-015.tex,25,Category diagram: \mathcal{D} → \mathcal{D}' (\mathrm{L}F); \mathcal{D}' ⇒ \mathcal{D}' (\identity).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:90; source/en/chapter1-unit-015.tex:diagram 25; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-015-d025,chapter1-unit-015.tex,26,Category diagram: \mathcal{C}' → \mathcal{C}; \mathcal{C}' → \mathcal{D}'; \mathcal{C} → \mathcal{D}; \mathcal{C} ⇒ \mathcal{D}'; \mathcal{D}' → \mathcal{D}; \mathcal{D}' → \mathcal{D}' (\identity); \mathcal{D} → \mathcal{D}'; \mathcal{D} → \mathcal{D} (\identity); and 2 other arrows.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:91; source/en/chapter1-unit-015.tex:diagram 26; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-015-d026,chapter1-unit-015.tex,27,Category diagram: \mathcal{C}' → \mathcal{C}; \mathcal{C}' → \mathcal{C}' (\identity); \mathcal{C} → \mathcal{C}'; \mathcal{C} → \mathcal{D}; \mathcal{C} ⇒ \mathcal{C} (\varepsilon); \mathcal{C}' → \mathcal{D}'; \mathcal{D} → \mathcal{D}'; \mathcal{D} → \mathcal{D} (\identity); and 3 other arrows.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:92; source/en/chapter1-unit-015.tex:diagram 27; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-015-d027,chapter1-unit-015.tex,28,"Triangle-identity pasting: the counit \varepsilon and unit \eta cancel inside the composite with \beta, leaving the identity 2-cell on the original comparison \beta.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:93; source/en/chapter1-unit-015.tex:diagram 28; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-015-d028,chapter1-unit-015.tex,29,Category diagram: \mathcal{C}' → \mathcal{C}; \mathcal{C}' → \mathcal{D}'; \mathcal{C} → \mathcal{D}; \mathcal{C} ⇒ \mathcal{D}' (\beta); \mathcal{D}' → \mathcal{D}; \mathcal{D} ⇒ \mathcal{D} (\identity).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:94; source/en/chapter1-unit-015.tex:diagram 29; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-015-d029,chapter1-unit-015.tex,30,Category diagram: \mathcal{C}' → \mathcal{C}; \mathcal{C}' → \mathcal{D}'; \mathcal{C} → \mathcal{D}; \mathcal{C} ⇒ \mathcal{D}' (\beta); \mathcal{D}' → \mathcal{D}; \mathcal{D} ⇒ \mathcal{D} (\identity).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:95; source/en/chapter1-unit-015.tex:diagram 30; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-016-d001,chapter1-unit-016.tex,1,Commutative diagram: Fc → Fc; Fc → \varinjlim F \Pi_{/d}; Fc → \varinjlim F \Pi_{/d'}; \varinjlim F \Pi_{/d} → \varinjlim F \Pi_{/d'}.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:96; source/en/chapter1-unit-016.tex:diagram 1; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-016-d002,chapter1-unit-016.tex,2,Commutative diagram: Fc → Fc'; Fc → \varinjlim F \Pi_{/Kc} (\eta_c); Fc' → \varinjlim F \Pi_{/Kc'} . (\eta_{c'}); \varinjlim F \Pi_{/Kc} → \varinjlim F \Pi_{/Kc'} ..,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:97; source/en/chapter1-unit-016.tex:diagram 2; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-016-d003,chapter1-unit-016.tex,3,Commutative diagram: Fc → LKc (\xi_c); Fc → Fc' (Ff); LKc → LKc' (LKf); LKc → Ld .; Fc' → LKc' (\xi_{c'}); LKc' → Ld ..,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:98; source/en/chapter1-unit-016.tex:diagram 3; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-016-d004,chapter1-unit-016.tex,4,Commutative diagram: Fc → (\Lan_K F)(d); Fc → LKc (\xi_c); (\Lan_K F)(d) → Ld (\chi_d); LKc → Ld (L(Kc \to d)).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:99; source/en/chapter1-unit-016.tex:diagram 4; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-016-d005,chapter1-unit-016.tex,5,Commutative diagram: Ld → Ld' (L(d \to d')); Fc → LKc (\xi_c); LKc → Ld (L(Kc \to d)); LKc → Ld' (L(Kc \to d')).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:100; source/en/chapter1-unit-016.tex:diagram 5; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-016-d006,chapter1-unit-016.tex,6,Category diagram: Fc → (\Lan_K F)(Kc) (\eta_c); Fc → (\Lan_K F)(d); (\Lan_K F)(Kc) → (\Lan_K F)(d) ((\Lan_K F)(Kc \to d)); (\Lan_K F)(Kc) → LKc (\chi_{Kc}); (\Lan_K F)(d) → Ld (\chi_d); LKc → Ld (L(Kc \to d)).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:101; source/en/chapter1-unit-016.tex:diagram 6; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-017-diagram-001,chapter1-unit-017.tex,1,"Commutative diagram with objects C[S^-1], C[S^-1]'. Arrows: C[S^-1] maps to C[S^-1]', labeled G; C[S^-1]' maps to C[S^-1], labeled G'.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:102; source/en/chapter1-unit-017.tex:diagram 1; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-017-d001,chapter1-unit-017.tex,2,Category diagram: \cdots → X; Y → X (s); Y → Z (a); W → Z (t); W → U (b); \cdots → U.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:103; source/en/chapter1-unit-017.tex:diagram 2; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-017-d002,chapter1-unit-017.tex,3,Category diagram: A\underline{X} → B\underline{X} (\tilde{\varphi}_{\underline{X}}); A\underline{X} → A\underline{Y} (Af); B\underline{X} → B\underline{Y} . (Bf); A\underline{Y} → B\underline{Y} . (\tilde{\varphi}_{\underline{Y}}).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:104; source/en/chapter1-unit-017.tex:diagram 3; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-017-diagram-004,chapter1-unit-017.tex,4,"Commutative diagram with objects X, W, Z, Y. Arrows: X maps to Z, labeled s in S; a dashed W maps to X, labeled f'; a dashed W maps to Y, labeled s' in S; Y maps to Z, labeled f.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:105; source/en/chapter1-unit-017.tex:diagram 4; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-017-d003,chapter1-unit-017.tex,5,Commutative diagram: X → Z (s \in S); W → X (f'); W → Y (s' \in S); Y → Z (f).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:106; source/en/chapter1-unit-017.tex:diagram 5; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-017-d004,chapter1-unit-017.tex,6,"Commutative diagram for condition S4. Morphisms t:Z→X and s:Y→W belong to S, and f,g:X→Y satisfy sf=sg; the dashed t is chosen so that ft=gt.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:107; source/en/chapter1-unit-017.tex:diagram 6; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-017-d005,chapter1-unit-017.tex,7,Category diagram: X \& Z ↪ node on the left; X \& Z → \& W; \& W ↪ node at upper left.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:108; source/en/chapter1-unit-017.tex:diagram 7; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-017-d006,chapter1-unit-017.tex,8,Category diagram: X \& Z ↪ node on the right; X \& Z ↪ node at lower right; X \& Z → \& W.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:109; source/en/chapter1-unit-017.tex:diagram 8; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-017-d007,chapter1-unit-017.tex,9,Commutative diagram: Z → W (j'); X ↪ Z (i); X ↪ Z' (j); Z' ↪ W (i').,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:110; source/en/chapter1-unit-017.tex:diagram 9; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-017-diagram-010,chapter1-unit-017.tex,10,"Commutative diagram with objects i, j, k. Arrows: i maps to j, labeled f; i maps to j, labeled g; j maps to k, labeled h.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:111; source/en/chapter1-unit-017.tex:diagram 10; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-017-diagram-011,chapter1-unit-017.tex,11,"Commutative diagram with objects X, Z, Y. Arrows: Z includes into X, labeled s; Z maps to Y, labeled a.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:112; source/en/chapter1-unit-017.tex:diagram 11; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-017-diagram-012,chapter1-unit-017.tex,12,"Commutative diagram with objects X, Z, Y. Arrows: X maps to Z, labeled a; Y includes into Z, labeled s.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:113; source/en/chapter1-unit-017.tex:diagram 12; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-017-d008,chapter1-unit-017.tex,13,Category diagram: Z ↪ X (s); Z → Y (a).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:114; source/en/chapter1-unit-017.tex:diagram 13; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-017-d009,chapter1-unit-017.tex,14,Category diagram: X → Z (a); Y ↪ Z (s).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:115; source/en/chapter1-unit-017.tex:diagram 14; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-017-d010,chapter1-unit-017.tex,15,"Commutative diagram with objects M_X, Y^l /isomorphism, direct limit_substack[X leftarrowtail Z] in Obj(S_/X^op) Hom(Z, Y), [Z; s, a], [ Z xrightarrowa Y ]. Arrows: M_X, Y^l /isomorphism maps to direct limit_substack[X leftarrowtail Z] in Obj(S_/X^op) Hom(Z, Y), labeled 1:1; [Z; s, a] maps to [ Z xrightarrowa Y ].",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:116; source/en/chapter1-unit-017.tex:diagram 15; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-017-d011,chapter1-unit-017.tex,16,"Commutative diagram with objects M_X, Y^r /isomorphism, direct limit_substack[Y inclusion into Z] in Obj(S_Y/) Hom(X, Z), [Z; a, s], [ X xrightarrowa Z ]. Arrows: M_X, Y^r /isomorphism maps to direct limit_substack[Y inclusion into Z] in Obj(S_Y/) Hom(X, Z), labeled 1:1; [Z; a, s] maps to [ X xrightarrowa Z ].",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:117; source/en/chapter1-unit-017.tex:diagram 16; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-017-d012,chapter1-unit-017.tex,17,Commutative diagram: W ↪ U (r); W → V (c); U ↪ X (s); U → Y (a); V ↪ Y (t); V → Z (b).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:118; source/en/chapter1-unit-017.tex:diagram 17; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-017-d013,chapter1-unit-017.tex,18,Commutative diagram: U ↪ X (s); U → Y (a); W ↪ U (r); W → V (c); V → Z . (b); V ↪ Y (t); U' ↪ X (s'); U' → Y (a'); and 3 other arrows.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:119; source/en/chapter1-unit-017.tex:diagram 18; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-017-d014,chapter1-unit-017.tex,19,Category diagram: Q ↪ W' (k); Q → W (q); W ↪ U (r); W' → U (xr').,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:120; source/en/chapter1-unit-017.tex:diagram 19; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-017-d015,chapter1-unit-017.tex,20,Category diagram: W ↪ X (sr); W → Z (bc); P → Z (bc'kw); P ↪ X (s'r'kw); P → W (qw); P → W' (kw); W' ↪ X (s'r'); W' → Z (bc').,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:121; source/en/chapter1-unit-017.tex:diagram 20; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-017-d016,chapter1-unit-017.tex,21,Commutative diagram: \bullet ↪ \bullet; \bullet → \bullet; \bullet ↪ A; \bullet → B; \bullet ↪ B; \bullet → C; A ↪ X (s); A → Y (a); and 4 other arrows.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:122; source/en/chapter1-unit-017.tex:diagram 21; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-017-d017,chapter1-unit-017.tex,22,Category diagram: X → X; X → Y (f); Y → Y; Y → Z (g).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:123; source/en/chapter1-unit-017.tex:diagram 22; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-017-d018,chapter1-unit-017.tex,23,Category diagram: X ↪ Y (f); X → Y (f); Y → Y.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:124; source/en/chapter1-unit-017.tex:diagram 23; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-017-d019,chapter1-unit-017.tex,24,Category diagram: X → X; X → Y (f); X ↪ Y (f).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:125; source/en/chapter1-unit-017.tex:diagram 24; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-017-d020,chapter1-unit-017.tex,25,Category diagram: X → X; X ↪ Y (f).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:126; source/en/chapter1-unit-017.tex:diagram 25; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-017-d021,chapter1-unit-017.tex,26,Commutative diagram: X → X; X → Y (f); U ↪ X (s); U → Y (a); U → X; X → Y (g).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:127; source/en/chapter1-unit-017.tex:diagram 26; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-018-d001,chapter1-unit-018.tex,1,Commutative diagram: \mathcal{C} → \mathcal{C}{[S^{-1}]} (Q); \mathcal{C} → \mathcal{E} (F); \mathcal{C}{[S^{-1}]} → \mathcal{E} (\exists?).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:128; source/en/chapter1-unit-018.tex:diagram 1; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-018-d002,chapter1-unit-018.tex,2,Category diagram: X ↪ Z (t \in T); W → X (f'); W ↪ Y (s' \in S); Y → Z (f).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:129; source/en/chapter1-unit-018.tex:diagram 2; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-018-d003,chapter1-unit-018.tex,3,"Category diagram: Y → U; U → U; X ↪ U; X → X; (Y, QY \to \underline{X}) → (U, QU \to \underline{X}) (a).",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:130; source/en/chapter1-unit-018.tex:diagram 3; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-018-d004,chapter1-unit-018.tex,4,Commutative diagram: V_1 → W (u_1); Y → W (b); Y → V_1 (b_1); Y → V_2 (b_2); X ↪ W (u); X ↪ V_1 (t_1); X ↪ V_2 (t_2); V_2 → W (u_2).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:131; source/en/chapter1-unit-018.tex:diagram 4; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-018-d005,chapter1-unit-018.tex,5,"Commutative diagram with objects C[S^-1], E, I[T^-1]. Arrows: C[S^-1] maps to E, labeled Ran_Q F or Lan_Q F; I[T^-1] maps to C[S^-1], labeled equivalence; I[T^-1] maps to E.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:132; source/en/chapter1-unit-018.tex:diagram 5; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-018-d006,chapter1-unit-018.tex,6,Commutative diagram: \mathcal{C} → {\mathcal{C}[S^{-1}]} (Q); \mathcal{C} → \mathcal{E} (F); \mathcal{I} → \mathcal{C} (\iota); \mathcal{I} → {\mathcal{I}[T^{-1}]} (Q'); {\mathcal{I}[T^{-1}]} → {\mathcal{C}[S^{-1}]} (\iota_Q); {\mathcal{I}[T^{-1}]} → \mathcal{E} (F').,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:133; source/en/chapter1-unit-018.tex:diagram 6; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-018-d007,chapter1-unit-018.tex,7,Category diagram: X ↪ U; X → X.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:134; source/en/chapter1-unit-018.tex:diagram 7; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-018-d008,chapter1-unit-018.tex,8,Commutative diagram: \mathcal{I} ↪ \mathcal{C}; \mathcal{I} → \mathcal{I}[T^{-1}]; \mathcal{C} → \mathcal{E} (F); \mathcal{E} → \mathcal{F} (M); \mathcal{I}[T^{-1}] → \mathcal{E} (F'); \mathcal{I}[T^{-1}] → \mathcal{F} (MF').,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:135; source/en/chapter1-unit-018.tex:diagram 8; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-019-d001,chapter1-unit-019.tex,1,Category diagram: F: \mathcal{C} → \mathcal{D}: G; \mathcal{D}: G → F: \mathcal{C}.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:136; source/en/chapter1-unit-019.tex:diagram 1; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-019-d002,chapter1-unit-019.tex,2,Category diagram: Gd_0 → Gd (G\alpha); c → Gd_0 (\beta_0); c → Gd (\beta).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:137; source/en/chapter1-unit-019.tex:diagram 2; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-019-d003,chapter1-unit-019.tex,3,"Category diagram: \Hom_{\mathcal{D}}(d_0, d) → \Hom_{\mathcal{C}}(c, Gd); \alpha → \beta := (G\alpha) \beta_0.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:138; source/en/chapter1-unit-019.tex:diagram 3; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-019-d004,chapter1-unit-019.tex,4,Category diagram: c → \varprojlim_j Gd_j (\exists!); c → Gd_{j'} (f_{j'}); \varprojlim_j Gd_j → Gd_{j'}; G (\varprojlim_j d_j) → \varprojlim_j Gd_j (\exists!); G (\varprojlim_j d_j) → Gd_{j'}.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:139; source/en/chapter1-unit-019.tex:diagram 4; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-019-d005,chapter1-unit-019.tex,5,Category diagram: a → a (\identity_a); a → b (f).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:140; source/en/chapter1-unit-019.tex:diagram 5; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-019-d006,chapter1-unit-019.tex,6,"Bijection i_*:\Hom_{\mathcal{E}}(t,x)→{\phi\in\Hom_{\mathcal{E}}(t,e): \theta\phi=\theta'\phi for all \theta,\theta'\in\End_{\mathcal{E}}(e)}, sending \psi to i\psi.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:141; source/en/chapter1-unit-019.tex:diagram 6; tikzcd; mapped_indonesian_structure_witness
chapter1-unit-019-d007,chapter1-unit-019.tex,7,"Category diagram with a square marked \Box: z → y; z → e (j); y ↪ \prod_{s \in \Sigma} s^{\Hom_{\mathcal{E}}(y, s)}. (i); e → \prod_{s \in \Sigma} s^{\Hom_{\mathcal{E}}(y, s)}. (\prod_{s \in \Sigma} d_s); one square is marked \Box.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:142; source/en/chapter1-unit-019.tex:diagram 7; tikzcd; mapped_indonesian_structure_witness
